pincode,city,district,state
577223,Honnali,Davangere,KARNATAKA
577224,Channagiri,Davangere,KARNATAKA
577225,Shimoga,Shimoga,KARNATAKA
577226,Tirthahalli,Shimoga,KARNATAKA
577227,Bhadravathi,Shimoga,KARNATAKA
577228,Tarikere,Chickmagalur,KARNATAKA
577229,Bhadravati,Shimoga,KARNATAKA
577230,Honnali,Davangere,KARNATAKA
577231,Channagiri,Davangere,KARNATAKA
577232,Thirthahalli,Shimoga,KARNATAKA
577233,Bhadravathi,Shimoga,KARNATAKA
577243,Bhadravathi,Shimoga,KARNATAKA
577245,Bhadravati,Shimoga,KARNATAKA
577301,Bhadravathii,Shimoga,KARNATAKA
577302,Bhadravati,Shimoga,KARNATAKA
577401,Sagar,Shimoga,KARNATAKA
577411,Tirthahalli,Shimoga,KARNATAKA
577412,Sagar,Shimoga,KARNATAKA
577413,Sorab,Shimoga,KARNATAKA
577414,Tirthahalli,Shimoga,KARNATAKA
577415,Tirthahalli,Shimoga,KARNATAKA
577416,Shimoga,Shimoga,KARNATAKA
577417,Sagar,Shimoga,KARNATAKA
577418,Hosanagar,Shimoga,KARNATAKA
577419,Sorab,Shimoga,KARNATAKA
577421,Sagar,Shimoga,KARNATAKA
577422,Tirthahalli,Shimoga,KARNATAKA
577423,Shimoga,Shimoga,KARNATAKA
577424,Tirthahalli,Shimoga,KARNATAKA
577425,Sagar,Shimoga,KARNATAKA
577426,Hosanagara,Shimoga,KARNATAKA
577427,Shikarpur,Shimoga,KARNATAKA
577428,Shikarpur,Shimoga,KARNATAKA
577429,Sorab,Shimoga,KARNATAKA
577430,Sagar,Shimoga,KARNATAKA
577431,Sagar,Shimoga,KARNATAKA
577432,Tirthahalli,Shimoga,KARNATAKA
577433,Shikarpur,Shimoga,KARNATAKA
577434,Sorab,Shimoga,KARNATAKA
577435,Sagar,Shimoga,KARNATAKA
577436,Hosanagara,Shimoga,KARNATAKA
577448,Hosanagar,Shimoga,KARNATAKA
577451,Bhadravati,Shimoga,KARNATAKA
577452,Hosanagara,Shimoga,KARNATAKA
577453,Sagar,Shimoga,KARNATAKA
577501,Chitradurga,Chitradurga,KARNATAKA
577502,Chitradurga,Chitradurga,KARNATAKA
577511,Hiriyur,Chitradurga,KARNATAKA
577512,Davanagere,Davangere,KARNATAKA
577513,Jagalur,Davangere,KARNATAKA
577514,Davanagere,Davangere,KARNATAKA
577515,Hosadurga,Chitradurga,KARNATAKA
577516,Harihara,Davangere,KARNATAKA
577517,Chitradurga,Chitradurga,KARNATAKA
577518,Davanagere,Davangere,KARNATAKA
577519,Chitradurga,Chitradurga,KARNATAKA
577520,Chitradurga,Chitradurga,KARNATAKA
577521,Chitradurga,Chitradurga,KARNATAKA
577522,Challakere,Chitradurga,KARNATAKA
577523,Holalkere,Chitradurga,KARNATAKA
577524,Chitradurga,Chitradurga,KARNATAKA
577525,Davangere,Davangere,KARNATAKA
577526,Holalkere,Chitradurga,KARNATAKA
577527,Hoadurga,Chitradurga,KARNATAKA
577528,Jagalur,Davangere,KARNATAKA
577529,Molakalmuru,Chitradurga,KARNATAKA
577530,Harihara,Davangere,KARNATAKA
577531,Holalkere,Chitradurga,KARNATAKA
577532,Hiriyur,Chitradurga,KARNATAKA
577533,Hosadurga,Chitradurga,KARNATAKA
577534,Davanagere,Davangere,KARNATAKA
577535,Molakalmuru,Chitradurga,KARNATAKA
577536,Challakere,Chitradurga,KARNATAKA
577537,Challakere,Chitradurga,KARNATAKA
577538,Challakere,Chitradurga,KARNATAKA
577539,Holalkere,Chitradurga,KARNATAKA
577540,Molakalmuru,Chitradurga,KARNATAKA
577541,Chitradurga,Chitradurga,KARNATAKA
577542,Hosadurga,Chitradurga,KARNATAKA
577543,Challakere,Chitradurga,KARNATAKA
577544,Channagiri,Davangere,KARNATAKA
577545,Hiriyur,Chitradurga,KARNATAKA
577546,Hiriyur,Chitradurga,KARNATAKA
577547,Tarikere,Chickmagalur,KARNATAKA
577548,Kadur,Chickmagalur,KARNATAKA
577549,Tarikere,Chickmagalur,KARNATAKA
577550,Kadur,Chickmagalur,KARNATAKA
577551,Channagiri,Davangere,KARNATAKA
577552,Channagiri,Davangere,KARNATAKA
577553,Davanagere,Davangere,KARNATAKA
577554,Hosadurga,Chitradurga,KARNATAKA
577555,Chitradurga,Chitradurga,KARNATAKA
577556,Davanangere,Davangere,KARNATAKA
577557,Holalkere,Chitradurga,KARNATAKA
577558,Hiriyur,Chitradurga,KARNATAKA
577566,Davanagere,Davangere,KARNATAKA
577589,Davanagere,Davangere,KARNATAKA
577597,Hosadurga,Chitradurga,KARNATAKA
577598,Hiriyur,Chitradurga,KARNATAKA
577599,Hiriyur,Chitradurga,KARNATAKA
577601,Harihar,Davangere,KARNATAKA
580001,Dharwad,Dharwad,KARNATAKA
580002,Dharwad,Dharwad,KARNATAKA
580003,Dharwad,Dharwad,KARNATAKA
580004,Dharwad,Dharwad,KARNATAKA
580005,Dharwad,Dharwad,KARNATAKA
580006,Dharwad,Dharwad,KARNATAKA
580007,Dharwad,Dharwad,KARNATAKA
580008,Dharwad,Dharwad,KARNATAKA
580009,Dharwad,Dharwad,KARNATAKA
580011,Dharwad,Dharwad,KARNATAKA
580020,Hubli,Dharwad,KARNATAKA
580021,Hubli,Dharwad,KARNATAKA
580023,Hubli,Dharwad,KARNATAKA
580024,Hubli,Dharwad,KARNATAKA
580025,Hubli,Dharwad,KARNATAKA
580026,Hubli,Dharwad,KARNATAKA
580028,Hubli,Dharwad,KARNATAKA
580029,Hubli,Dharwad,KARNATAKA
580030,Hubli,Dharwad,KARNATAKA
580031,Hubli,Dharwad,KARNATAKA
580032,Hubli,Dharwad,KARNATAKA
580112,Dharwad,Dharwad,KARNATAKA
580114,Kalghatgi,Dharwad,KARNATAKA
580118,Dharwad,Dharwad,KARNATAKA
581101,Hangal,Haveri,KARNATAKA
581102,Hangal,Haveri,KARNATAKA
581103,Dharwad,Dharwad,KARNATAKA
581104,Hangal,Haveri,KARNATAKA
581105,Dharwad,Dharwad,KARNATAKA
581106,Byadgi,Haveri,KARNATAKA
581107,Kundgol,Dharwad,KARNATAKA
581108,Haveri,Haveri,KARNATAKA
581109,Hirekerur,Haveri,KARNATAKA
581110,Haveri,Haveri,KARNATAKA
581111,Hirekerur,Haveri,KARNATAKA
581112,Haveri,Haveri,KARNATAKA
581113,Kundgol,Dharwad,KARNATAKA
581115,Ranebennur,Haveri,KARNATAKA
581116,Hirekerur,Haveri,KARNATAKA
581117,Kundgol,Dharwad,KARNATAKA
581118,Savanur,Haveri,KARNATAKA
581119,Hirekerur,Haveri,KARNATAKA
581120,Byadgi,Haveri,KARNATAKA
581121,Supa,Uttara Kannada,KARNATAKA
581123,Ranebennur,Haveri,KARNATAKA
581126,Savanur,Haveri,KARNATAKA
581128,Haveri,Haveri,KARNATAKA
581129,Joida,Uttara Kannada,KARNATAKA
581145,Ranebennur,Haveri,KARNATAKA
581148,Haveri,Haveri,KARNATAKA
581186,Joida,Uttara Kannada,KARNATAKA
581187,Joida,Uttara Kannada,KARNATAKA
581193,Shiggaon,Haveri,KARNATAKA
581195,Hubli,Dharwad,KARNATAKA
581196,Kalghatgi,Dharwad,KARNATAKA
581201,Dharwad,Dharwad,KARNATAKA
581202,Shiggaon,Haveri,KARNATAKA
581203,Hangal,Haveri,KARNATAKA
581204,Kalghatgi,Dharwad,KARNATAKA
581205,Shiggaon,Haveri,KARNATAKA
581206,Dharwad,Dharwad,KARNATAKA
581207,Hubli,Dharwad,KARNATAKA
581208,Ranebennur,Haveri,KARNATAKA
581209,Navalagund,Dharwad,KARNATAKA
581210,Hirekerur,Haveri,KARNATAKA
581211,Ranebennur,Haveri,KARNATAKA
581212,Shiggoan,Haveri,KARNATAKA
581213,Haveri,Haveri,KARNATAKA
581301,Karwar,Uttara Kannada,KARNATAKA
581302,Karwar,Uttara Kannada,KARNATAKA
581303,Karwar,Uttara Kannada,KARNATAKA
581304,Karwar,Uttara Kannada,KARNATAKA
581305,Karwar,Uttara Kannada,KARNATAKA
581306,Karwar,Uttara Kannada,KARNATAKA
581307,Karwar,Uttara Kannada,KARNATAKA
581308,Karwar,Uttara Kannada,KARNATAKA
581314,Ankola,Uttara Kannada,KARNATAKA
581315,Sirsi,Uttara Kannada,KARNATAKA
581316,Ankola,Uttara Kannada,KARNATAKA
581317,Karwar,Uttara Kannada,KARNATAKA
581318,Sirsi,Uttara Kannada,KARNATAKA
581319,Ankola,Uttara Kannada,KARNATAKA
581320,Bhatkal,Uttara Kannada,KARNATAKA
581321,Ankola,Uttara Kannada,KARNATAKA
581322,Siddapur,Uttara Kannada,KARNATAKA
581323,Honavar,Uttara Kannada,KARNATAKA
581324,Karwar,Uttara Kannada,KARNATAKA
581325,Haliyal,Uttara Kannada,KARNATAKA
581326,Kumta,Uttara Kannada,KARNATAKA
581327,Honavar,Uttara Kannada,KARNATAKA
581328,Karwar,Uttara Kannada,KARNATAKA
581329,Haliyal,Uttara Kannada,KARNATAKA
581330,Kumta,Uttara Kannada,KARNATAKA
581331,Siddapur,Uttara Kannada,KARNATAKA
581332,Kumta,Uttara Kannada,KARNATAKA
581333,Kumta,Uttara Kannada,KARNATAKA
581334,Honavar,Uttara Kannada,KARNATAKA
581335,Honavar,Uttara Kannada,KARNATAKA
581336,Sirsi,Uttara Kannada,KARNATAKA
581337,Yellapur,Uttara Kannada,KARNATAKA
581338,Honavar,Uttara Kannada,KARNATAKA
581339,Karwar,Uttara Kannada,KARNATAKA
581340,Siddapur,Uttara Kannada,KARNATAKA
581341,Honavar,Uttara Kannada,KARNATAKA
581342,Honavar,Uttara Kannada,KARNATAKA
581343,Kumta,Uttara Kannada,KARNATAKA
581344,Kumta,Uttara Kannada,KARNATAKA
581345,Karwar,Uttara Kannada,KARNATAKA
581346,Mundgod,Uttara Kannada,KARNATAKA
581347,Yellapur,Uttara Kannada,KARNATAKA
581348,Honavar,Uttara Kannada,KARNATAKA
581349,Mundgod,Uttara Kannada,KARNATAKA
581350,Bhatkal,Uttara Kannada,KARNATAKA
581351,Kumta,Uttara Kannada,KARNATAKA
581352,Karwar,Uttara Kannada,KARNATAKA
581353,Ankola,Uttara Kannada,KARNATAKA
581354,Bhatkal,Uttara Kannada,KARNATAKA
581355,Siddapur,Uttara Kannada,KARNATAKA
581356,Haliyal,Uttara Kannada,KARNATAKA
581357,Ankola,Uttara Kannada,KARNATAKA
581358,Sirsi,Uttara Kannada,KARNATAKA
581359,Yellapur,Uttara Kannada,KARNATAKA
581360,Karwar,Uttara Kannada,KARNATAKA
581361,Honavar,Uttara Kannada,KARNATAKA
581362,Kumta,Uttara Kannada,KARNATAKA
581363,Haliyal,Uttara Kannada,KARNATAKA
581365,Joida,Uttara Kannada,KARNATAKA
581384,Honavar,Uttara Kannada,KARNATAKA
581396,Karwar,Uttara Kannada,KARNATAKA
581400,Karwar,Uttara Kannada,KARNATAKA
581401,Sirsi,Uttara Kannada,KARNATAKA
581402,Sirsi,Uttara Kannada,KARNATAKA
581403,Sirsi,Uttara Kannada,KARNATAKA
581411,Mundgod,Uttara Kannada,KARNATAKA
581412,Yellapur,Uttara Kannada,KARNATAKA
581421,Bhatkal,Uttara Kannada,KARNATAKA
581423,Honavar,Uttara Kannada,KARNATAKA
581440,Kumta,Uttara Kannada,KARNATAKA
581450,Siddapur,Uttara Kannada,KARNATAKA
581453,Sirsi,Uttara Kannada,KARNATAKA
582101,Gadag,Gadag,KARNATAKA
582102,Gadag,Gadag,KARNATAKA
582103,Gadag,Gadag,KARNATAKA
582111,Gadag,Gadag,KARNATAKA
582112,Shirahatti,Gadag,KARNATAKA
582113,Mundargi,Gadag,KARNATAKA
582114,Ron,Gadag,KARNATAKA
582115,Mundargi,Gadag,KARNATAKA
582116,Shirahatti,Gadag,KARNATAKA
582117,Gadag,Gadag,KARNATAKA
582118,Mundargi,Gadag,KARNATAKA
582119,Ron,Gadag,KARNATAKA
582120,Shirhatti,Gadag,KARNATAKA
582201,Navalgund,Dharwad,KARNATAKA
582202,Ron,Gadag,KARNATAKA
582203,Ron,Gadag,KARNATAKA
582204,Ron,Gadag,KARNATAKA
582205,Gadag,Gadag,KARNATAKA
582206,Nargund,Gadag,KARNATAKA
582207,Nargund,Gadag,KARNATAKA
582208,Navalgund,Dharwad,KARNATAKA
582209,Ron,Gadag,KARNATAKA
582210,Shirhatti,Gadag,KARNATAKA
582211,Ron,Gadag,KARNATAKA
583101,Bellary,Bellary,KARNATAKA
583102,Bellary,Bellary,KARNATAKA
583103,Bellary,Bellary,KARNATAKA
583104,Bellary,Bellary,KARNATAKA
583111,Bellary,Bellary,KARNATAKA
583112,Sandur,Bellary,KARNATAKA
583113,Bellary,Bellary,KARNATAKA
583114,Siruguppa,Bellary,KARNATAKA
583115,Bellary,Bellary,KARNATAKA
583116,Bellary,Bellary,KARNATAKA
583117,Bellary,Bellary,KARNATAKA
583118,Sandur,Bellary,KARNATAKA
583119,Sandur,Bellary,KARNATAKA
583120,Siruguppa,Bellary,KARNATAKA
583121,Siruguppa,Bellary,KARNATAKA
583122,Siruguppa,Bellary,KARNATAKA
583123,Sandur,Bellary,KARNATAKA
583124,Sandur,Bellary,KARNATAKA
583125,Harapanahalli,Davangere,KARNATAKA
583126,Kudligi,Bellary,KARNATAKA
583127,Harapanahalli,Davangere,KARNATAKA
583128,Sandur,Bellary,KARNATAKA
583129,Hospet,Bellary,KARNATAKA
583130,Kudligi,Bellary,KARNATAKA
583131,Harapanahalli,Davangere,KARNATAKA
583132,Hospet,Bellary,KARNATAKA
583134,Kudligi,Bellary,KARNATAKA
583135,Kudligi,Bellary,KARNATAKA
583136,Kudligi,Bellary,KARNATAKA
583137,Harapanahalli,Davangere,KARNATAKA
583152,Bellary,Bellary,KARNATAKA
583201,Hospet,Bellary,KARNATAKA
583203,Hospet,Bellary,KARNATAKA
583211,Hospet,Bellary,KARNATAKA
583212,Hb Halli,Bellary,KARNATAKA
583213,Harapanahalli,Davangere,KARNATAKA
583214,Hb Halli,Bellary,KARNATAKA
583215,Hospet,Bellary,KARNATAKA
583216,Huvinahadagali,Bellary,KARNATAKA
583217,Huvinahadagali,Bellary,KARNATAKA
583218,Kudligi,Bellary,KARNATAKA
583219,Huvinahadagali,Bellary,KARNATAKA
583220,Huvinahadagali,Bellary,KARNATAKA
583221,Hospet,Bellary,KARNATAKA
583222,Hospet Ho,Bellary,KARNATAKA
583223,Hospet,Bellary,KARNATAKA
583224,Hagaribommanahalli,Bellary,KARNATAKA
583225,Hospet,Bellary,KARNATAKA
583226,Koppal,Koppal,KARNATAKA
583227,Gangavathi,Koppal,KARNATAKA
583228,Koppal,Koppal,KARNATAKA
583229,Gamgavatjhi,Koppal,KARNATAKA
583230,Koppal,Koppal,KARNATAKA
583231,Koppal,Koppal,KARNATAKA
583232,Yelburga,Koppal,KARNATAKA
583233,Gadag,Gadag,KARNATAKA
583234,Koppal,Koppal,KARNATAKA
583235,Gangavati,Koppal,KARNATAKA
583236,Yelburga,Koppal,KARNATAKA
583237,Yelburga,Koppal,KARNATAKA
583238,Koppal,Koppal,KARNATAKA
583239,Hospet,Bellary,KARNATAKA
583268,Gangavahi,Koppal,KARNATAKA
583275,Sandur,Bellary,KARNATAKA
583276,Hospet,Bellary,KARNATAKA
583277,Kushtagi,Koppal,KARNATAKA
583278,Kustgai,Koppal,KARNATAKA
583279,Kushtagi,Koppal,KARNATAKA
583280,Kushtagi,Koppal,KARNATAKA
583281,Kushtagi,Koppal,KARNATAKA
583282,Gangavati,Koppal,KARNATAKA
583283,Gangavathi,Koppal,KARNATAKA
584101,Raichur,Raichur,KARNATAKA
584102,Raichur,Raichur,KARNATAKA
584103,Raichur,Raichur,KARNATAKA
584104,Raichur,Raichur,KARNATAKA
584111,Deodurga,Raichur,KARNATAKA
584113,Raichur,Raichur,KARNATAKA
584115,Manvi,Raichur,KARNATAKA
584116,Deodurga,Raichur,KARNATAKA
584118,Manvi,Raichur,KARNATAKA
584120,Manvi,Raichur,KARNATAKA
584122,Lingasugur,Raichur,KARNATAKA
584123,Manvi,Raichur,KARNATAKA
584124,Sindhanur,Raichur,KARNATAKA
584125,Lingasugur,Raichur,KARNATAKA
584126,Deodurga,Raichur,KARNATAKA
584127,Lingasugur,Raichur,KARNATAKA
584128,Sindhanur,Raichur,KARNATAKA
584129,Deodurga,Raichur,KARNATAKA
584132,Sindhanur,Raichur,KARNATAKA
584133,Raichur,Raichur,KARNATAKA
584134,Raichur,Raichur,KARNATAKA
584135,Raichur,Raichur,KARNATAKA
584136,Raichur,Raichur,KARNATAKA
584138,Sindhanur,Raichur,KARNATAKA
584139,Lingasugur,Raichur,KARNATAKA
584140,Raichur,Raichur,KARNATAKA
584143,Sindhnur,Raichur,KARNATAKA
584167,Sindhanur,Raichur,KARNATAKA
584170,Raichur,Raichur,KARNATAKA
584202,Raichur,Raichur,KARNATAKA
584203,Manvi,Raichur,KARNATAKA
585101,Gulbarga,Gulbarga,KARNATAKA
585102,Gulbarga,Gulbarga,KARNATAKA
585103,Gulbarga,Gulbarga,KARNATAKA
585104,Gulbarga,Gulbarga,KARNATAKA
585105,Gulbarga,Gulbarga,KARNATAKA
585106,Gulbarga,Gulbarga,KARNATAKA
585201,Yadgir,Yadgir,KARNATAKA
585202,Yadgiri,Yadgir,KARNATAKA
585210,Sedam,Gulbarga,KARNATAKA
585211,Chittapur,Gulbarga,KARNATAKA
585212,Afjalpur,Gulbarga,KARNATAKA
585213,Afjalpur,Gulbarga,KARNATAKA
585214,Yadgiri,Yadgir,KARNATAKA
585215,Shorapur,Yadgir,KARNATAKA
585216,Shorapur,Yadgir,KARNATAKA
585217,Afzalpur,Gulbarga,KARNATAKA
585218,Chittapur,Gulbarga,KARNATAKA
585219,Shorapur,Yadgir,KARNATAKA
585220,Shorapur,Yadgir,KARNATAKA
585221,Yadgiri,Yadgir,KARNATAKA
585222,Sedam,Gulbarga,KARNATAKA
585223,Shahpur,Yadgir,KARNATAKA
585224,Shorapur,Yadgir,KARNATAKA
585225,Chittapur,Gulbarga,KARNATAKA
585226,Bidar,Bidar,KARNATAKA
585227,Humnabad,Bidar,KARNATAKA
585228,Chitapur,Gulbarga,KARNATAKA
585229,Chitapur,Gulbarga,KARNATAKA
585236,Afjalpur,Gulbarga,KARNATAKA
585237,Shorapur,Yadgir,KARNATAKA
585265,Afzalpur,Gulbarga,KARNATAKA
585287,Shahpur,Yadgir,KARNATAKA
585290,Shorapur,Yadgir,KARNATAKA
585291,Shorapur,Yadgir,KARNATAKA
585292,Sedam,Gulbarga,KARNATAKA
585301,Afjalpur,Gulbarga,KARNATAKA
585302,Aland,Gulbarga,KARNATAKA
585303,Jewargi,Gulbarga,KARNATAKA
585304,Shorapur,Yadgir,KARNATAKA
585305,Chincholi,Gulbarga,KARNATAKA
585306,Chincholi,Gulbarga,KARNATAKA
585307,Chincholi,Gulbarga,KARNATAKA
585308,Gulbarga,Gulbarga,KARNATAKA
585309,Jewargi,Gulbarga,KARNATAKA
585310,Jewargi,Gulbarga,KARNATAKA
585311,Gulbarga,Gulbarga,KARNATAKA
585312,Gulbarga,Gulbarga,KARNATAKA
585313,Chincholi,Gulbarga,KARNATAKA
585314,Aland,Gulbarga,KARNATAKA
585315,Yadgiri,Yadgir,KARNATAKA
585316,Aland,Gulbarga,KARNATAKA
585317,Chittapur,Gulbarga,KARNATAKA
585318,Sedam,Gulbarga,KARNATAKA
585319,Shahapur,Yadgir,KARNATAKA
585320,Sedam,Gulbarga,KARNATAKA
585321,Yadgir,Yadgir,KARNATAKA
585322,Chittapur,Gulbarga,KARNATAKA
585323,Shorapur,Yadgir,KARNATAKA
585324,Chincholi,Gulbarga,KARNATAKA
585325,Jewargi,Gulbarga,KARNATAKA
585326,Aurad (b),Bidar,KARNATAKA
585327,Basavakalyan,Bidar,KARNATAKA
585328,Bhalki,Bidar,KARNATAKA
585329,Humnabad,Bidar,KARNATAKA
585330,Humnabad,Bidar,KARNATAKA
585331,Basavakalyan,Bidar,KARNATAKA
585353,Humnabad,Bidar,KARNATAKA
585355,Shahapur,Yadgir,KARNATAKA
585401,Bidar,Bidar,KARNATAKA
585402,Bidar,Bidar,KARNATAKA
585403,Bidar,Bidar,KARNATAKA
585411,Bhalki,Bidar,KARNATAKA
585412,Humnabad,Bidar,KARNATAKA
585413,Bhalki,Bidar,KARNATAKA
585414,Humnabad,Bidar,KARNATAKA
585415,Bhalki,Bidar,KARNATAKA
585416,Bhalki,Bidar,KARNATAKA
585417,Aurad (b),Bidar,KARNATAKA
585418,Humnabad,Bidar,KARNATAKA
585419,Basavakalyan,Bidar,KARNATAKA
585421,Aurad (b),Bidar,KARNATAKA
585436,Aurad (b),Bidar,KARNATAKA
585437,Basavakalyan,Bidar,KARNATAKA
585443,Aurad (b),Bidar,KARNATAKA
585444,Bhalki,Bidar,KARNATAKA
586101,Bijapur,Bijapur(KAR),KARNATAKA
586102,Bijapur,Bijapur(KAR),KARNATAKA
586103,Bijapur,Bijapur(KAR),KARNATAKA
586104,Bijapur,Bijapur(KAR),KARNATAKA
586108,Bijapur,Bijapur(KAR),KARNATAKA
586109,Bijapur,Bijapur(KAR),KARNATAKA
586111,Indi,Bijapur(KAR),KARNATAKA
586112,Indi,Bijapur(KAR),KARNATAKA
586113,Bijapur,Bijapur(KAR),KARNATAKA
586114,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
586115,Sindgi,Bijapur(KAR),KARNATAKA
586116,Muddebihal,Bijapur(KAR),KARNATAKA
586117,Indi,Bijapur(KAR),KARNATAKA
586118,Sindgi,Bijapur(KAR),KARNATAKA
586119,Bijapur,Bijapur(KAR),KARNATAKA
586120,Sindgi,Bijapur(KAR),KARNATAKA
586121,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
586122,Indi,Bijapur(KAR),KARNATAKA
586123,Sindgi,Bijapur(KAR),KARNATAKA
586124,Muddebihal,Bijapur(KAR),KARNATAKA
586125,Bijapur,Bijapur(KAR),KARNATAKA
586127,Bijapur,Bijapur(KAR),KARNATAKA
586128,Sindgi,Bijapur(KAR),KARNATAKA
586129,Muddebihal,Bijapur(KAR),KARNATAKA
586130,Bijapur,Bijapur(KAR),KARNATAKA
586201,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
586202,Sindgi,Bijapur(KAR),KARNATAKA
586203,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
586204,Indi,Bijapur(KAR),KARNATAKA
586205,Indi,Bijapur(KAR),KARNATAKA
586206,Sindgi,Bijapur(KAR),KARNATAKA
586207,Indi,Bijapur(KAR),KARNATAKA
586208,Muddebihal,Bijapur(KAR),KARNATAKA
586209,Indi,Bijapur(KAR),KARNATAKA
586210,B,bagewadi,Bijapur(KAR)
586211,Indi,Bijapur(KAR),KARNATAKA
586212,Muddebihal,Bijapur(KAR),KARNATAKA
586213,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
586214,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
586215,Indi,Bijapur(KAR),KARNATAKA
586216,Muddebihal,Bijapur(KAR),KARNATAKA
586217,Indi,Bijapur(KAR),KARNATAKA
587101,Bagalkot,Bagalkot,KARNATAKA
587102,Bagalkot,Bagalkot,KARNATAKA
587103,Bagalkot,Bagalkot,KARNATAKA
587111,Bagalkot,Bagalkot,KARNATAKA
587112,Hungund,Bagalkot,KARNATAKA
587113,Mudhol,Bagalkot,KARNATAKA
587114,Badami,Bagalkot,KARNATAKA
587115,Hungund Taluk,Bagalkot,KARNATAKA
587116,Bilgi,Bagalkot,KARNATAKA
587117,Bilgi,Bagalkot,KARNATAKA
587118,Hungund,Bagalkot,KARNATAKA
587119,Jamkhandi,Bagalkot,KARNATAKA
587120,Hungund,Bagalkot,KARNATAKA
587121,Bilgi,Bagalkot,KARNATAKA
587122,Mudhol,Bagalkot,KARNATAKA
587124,Hungund,Bagalkot,KARNATAKA
587125,Hungund,Bagalkot,KARNATAKA
587154,Hungund,Bagalkot,KARNATAKA
587155,Badami,Bagalkot,KARNATAKA
587201,Badami,Bagalkot,KARNATAKA
587202,Hungund,Bagalkot,KARNATAKA
587203,Badami,Bagalkot,KARNATAKA
587204,Mudhol,Bagalkot,KARNATAKA
587205,Badami,Bagalkot,KARNATAKA
587206,Badami,Bagalkot,KARNATAKA
587207,Bagalkot,Bagalkot,KARNATAKA
587301,Jamkhandi,Bagalkot,KARNATAKA
587311,Jamkhandi,Bagalkot,KARNATAKA
587312,Jamkhandi,Bagalkot,KARNATAKA
587313,Mudhol,Bagalkot,KARNATAKA
587314,Jamkhandi,Bagalkot,KARNATAKA
587315,Jamkhandi,Bagalkot,KARNATAKA
587316,Mudhol,Bagalkot,KARNATAKA
587330,Jamkhandi,Bagalkot,KARNATAKA
590001,Belgaum,Belgaum,KARNATAKA
590003,Belgaum,Belgaum,KARNATAKA
590005,Belgaum,Belgaum,KARNATAKA
590006,Belgaum,Belgaum,KARNATAKA
590008,Belgaum,Belgaum,KARNATAKA
590009,Belgaum,Belgaum,KARNATAKA
590010,Belgaum,Belgaum,KARNATAKA
590011,Belgaum,Belgaum,KARNATAKA
590014,Belgaum,Belgaum,KARNATAKA
590015,Belgaum,Belgaum,KARNATAKA
590016,Belgaum,Belgaum,KARNATAKA
590018,Belgaum,Belgaum,KARNATAKA
590019,Belgaum,Belgaum,KARNATAKA
590020,Belgaum,Belgaum,KARNATAKA
591101,Gokak,Belgaum,KARNATAKA
591102,Bailhongal,Belgaum,KARNATAKA
591103,Belgaum,Belgaum,KARNATAKA
591104,Bailhongal,Belgaum,KARNATAKA
591106,Khanapur,Belgaum,KARNATAKA
591107,Hukeri,Belgaum,KARNATAKA
591108,Belgaum,Belgaum,KARNATAKA
591109,Belgaum,Belgaum,KARNATAKA
591110,Saundatti,Belgaum,KARNATAKA
591111,Saundatti,Belgaum,KARNATAKA
591112,Bailhongal,Belgaum,KARNATAKA
591113,Belgaum,Belgaum,KARNATAKA
591114,Ramdurg,Belgaum,KARNATAKA
591115,Bailhongal,Belgaum,KARNATAKA
591116,Saundatti,Belgaum,KARNATAKA
591117,Saundatti,Belgaum,KARNATAKA
591118,Bailhongal,Belgaum,KARNATAKA
591119,Saundatti,Belgaum,KARNATAKA
591120,Londa,Belgaum,KARNATAKA
591121,Bailhongal,Belgaum,KARNATAKA
591122,Hukeri,Belgaum,KARNATAKA
591123,Ramdurg,Belgaum,KARNATAKA
591124,Belgaum,Belgaum,KARNATAKA
591125,Bailhongal,Belgaum,KARNATAKA
591126,Parasgad,Belgaum,KARNATAKA
591127,Ramdurg,Belgaum,KARNATAKA
591128,Belgaum,Belgaum,KARNATAKA
591129,Saundatti,Belgaum,KARNATAKA
591130,Ramdurg,Belgaum,KARNATAKA
591131,Khanapur,Belgaum,KARNATAKA
591136,Gokak,Belgaum,KARNATAKA
591143,Belgaum,Belgaum,KARNATAKA
591147,Bailhongal,Belgaum,KARNATAKA
591153,Bailhongal,Belgaum,KARNATAKA
591156,Belgaum,Belgaum,KARNATAKA
591173,Belgaum,Belgaum,KARNATAKA
591201,Chikodi,Belgaum,KARNATAKA
591211,Chikodi,Belgaum,KARNATAKA
591212,Athni,Belgaum,KARNATAKA
591213,Chikodi,Belgaum,KARNATAKA
591214,Chikodi,Belgaum,KARNATAKA
591215,Chikodi,Belgaum,KARNATAKA
591216,Chikodi,Belgaum,KARNATAKA
591217,Raibag,Belgaum,KARNATAKA
591218,Gokak,Belgaum,KARNATAKA
591219,Chikodi,Belgaum,KARNATAKA
591220,Raibag,Belgaum,KARNATAKA
591221,Hukeri,Belgaum,KARNATAKA
591222,Chikodi,Belgaum,KARNATAKA
591223,Athani,Belgaum,KARNATAKA
591224,Gokak,Belgaum,KARNATAKA
